,cellCategory,cellText,pageNum
2427,c,--,40
2428,c,290.22,40
2429,c,290.22,40
2430,c,--,40
2431,c,,40
2432,c,--,40
2433,c,--,40
2434,c,--,40
2435,t,委托理财出现预期无法收回本金或存在其他可能导致减值的情形,40
2436,t,□适用√不适用,40
2437,t,（2）委托贷款情况,40
2438,t,□适用√不适用,40
2439,t,公司报告期不存在委托贷款。,40
2440,t,4、其他重大合同,40
2441,t,□适用√不适用,40
2442,t,公司报告期不存在其他重大合同。,40
2443,t,十八、社会责任情况,41
2444,t,1、履行社会责任情况,41
2445,t,公司严格按照《公司法》、《深圳证券交易所中小板上市公司股票上市规则》、《深圳证券交易所主,41
2446,t,板上市公司规范运作指引》等相关法律法规的要求，不断完善公司治理结构，优化内部控制体系，规范公,41
2447,t,司管理运作，并积极主动履行信息披露义务。公司按规定举行业绩说明会，在规则范围内对定期报告内容,41
2448,t,及公司经营情况进行说明。公司积极与投资者保持有效沟通，在接受企业调研及时发布《投资者关系活动,41
2449,t,记录表》，做好相应的信息披露工作，增加信息透明度，保护中小投资者的利益。并通过投资者电话、传,41
2450,t,真、公司网站及和投资者关系互动平台等多种方式与投资者进行沟通交流，提高了公司的透明度和诚信度。,41
2451,t,公司非常重视对投资者的合理回报，坚持执行相对稳定的利润分配政策和分红方案，积极回报股东，,41
2452,t,构建与股东的和谐关系。,41
2453,t,公司自成立以来，积极履行企业公民应尽的义务，承担社会责任。公司在不断为股东创造价值的同时，,41
2454,t,也积极承担对职工、客户、消费者、债权人、社会等其他利益相关者的责任。同时，关心员工身心健康，,41
2455,t,充分重视和切实维护员工权益，公司工会设立了职工互助会，由公司全体员工根据不同职务自愿交纳互助,41
2456,t,基金，帮助因病、因天灾人祸、因突发事件遇到困难的职工。,41
2457,t,公司一直坚持“以人为本”（能者上，庸者下）的人才理念，实施企业人才战略，严格遵守《劳动法》、,41
2458,t,《劳动合同法》、《妇女权益保护法》等相关法律法规，尊重和维护员工的个人权益，切实关注员工健康、,41
2459,t,安全和满意度。公司通过知识技能的理论培训及实践操作技能比武等方式使员工得到切实的提高和发展，,41
2460,t,维护员工权益。,41
2461,t,公司一直以“为客户提供满意的产品”为使命，与客户建立良好关系，为客户提供满意的产品，完善,41
2462,t,售后服务，实现共赢。,41
2463,t,诚信是公司的经营理念之一。对股东，完善公司治理，严格依法执行股东大会决策、接受股东大会的,41
2464,t,监督；依法进行信息披露。股东的合法权益得到切实保障。对债权人，公司每年制定严密可行的借贷和清,41
2465,t,偿计划，各项到期债务均能及时清偿，以此向债权人树立良好企业形象，保持债务融资渠道畅通。,41
2466,t,对供应链伙伴，公司按照平等互利共赢原则，维护供应链管理系统，不恶意拖欠供应商货款，为客户,41
2467,t,提供优质的产品和服务，杜绝任何不正当的交易行为，树立守信诚信的企业形象。,41
2468,t,公司在追求经济效益的同时非常注重环境保护和节能降耗，公司把打造绿色企业作为可持续发展战略,41
2469,t,的重要内容，内外兼修，实现企业与社会共发展、人类与环境和谐发展，积极履行企业公民应尽的义务，,41
2470,t,承担社会责任，实现“不断奉献社会、永恒提升价值”的愿景。,41
2471,t,2、履行精准扶贫社会责任情况,41
2472,t,公司报告年度暂未开展精准扶贫工作，也暂无后续精准扶贫计划。,41
2473,t,3、环境保护相关的情况,41
2474,t,上市公司及其子公司是否属于环境保护部门公布的重点排污单位,41
2475,t,否,42
2476,t,上市公司及其子公司不属于环境保护部门公布的重点排污单位,42
2477,t,十九、其他重大事项的说明,42
2478,t,□适用√不适用,42
2479,t,公司报告期不存在需要说明的其他重大事项。,42
2480,t,二十、公司子公司重大事项,42
2481,t,□适用√不适用,42
2482,t,第六节股份变动及股东情况,43
2483,t,一、股份变动情况,43
2484,t,1、股份变动情况,43
2485,t,单位：股,43
2486,c,,43
2487,c,本次变动前,43
2488,c,本次变动增减（＋，－）,43
2489,c,本次变动后,43
2490,c,数量,43
2491,c,比例,43
2492,c,发行新股,43
2493,c,送股,43
2494,c,公积金转股,43
2495,c,其他,43
2496,c,小计,43
2497,c,数量,43
2498,c,比例,43
2499,c,一、有限售条件股份,43
2500,c,"60,953,472",43
2501,c,3.34%,43
2502,c,,43
2503,c,"12,190,694",43
2504,c,,43
2505,c,"1,500",43
2506,c,"12,192,194",43
2507,c,"73,145,666",43
2508,c,3.34%,43
2509,c,3、其他内资持股,43
2510,c,"60,953,472",43
2511,c,3.34%,43
2512,c,,43
2513,c,"12,190,694",43
2514,c,,43
2515,c,"1,500",43
2516,c,"12,192,194",43
2517,c,"73,145,666",43
2518,c,3.34%,43
2519,c,境内自然人持股,43
2520,c,"60,953,472",43
2521,c,3.34%,43
2522,c,,43
2523,c,"12,190,694",43
2524,c,,43
2525,c,"1,500",43
2526,c,"12,192,194",43
2527,c,"73,145,666",43
2528,c,3.34%,43
2529,c,二、无限售条件股份,43
2530,c,"1,761,446,260",43
2531,c,96.66%,43
2532,c,,43
2533,c,"352,289,252",43
2534,c,,43
2535,c,"-1,500",43
2536,c,"352,287,752",43
2537,c,"2,113,734,012",43
2538,c,96.66%,43
2539,c,1、人民币普通股,43
2540,c,"1,761,446,260",43
2541,c,96.66%,43
2542,c,,43
2543,c,"352,289,252",43
2544,c,,43
2545,c,"-1,500",43
2546,c,"352,287,752",43
2547,c,"2,113,734,012",43
2548,c,100.00%,43
2549,c,三、股份总数,43
2550,c,"1,822,399,732",43
2551,c,100.00%,43
2552,c,,43
2553,c,"364,479,946",43
2554,c,,43
2555,c,0,43
2556,c,"364,479,946",43
2557,c,"2,186,879,678",43
2558,c,100.00%,43
2559,t,股份变动的原因,43
2560,t,√适用□不适用,43
2561,t,"公司于2017年5月9日召开的2016年度股东大会，审议通过了《2016年度利润分配预案》，以总股本1,822,399,732股为基",43
2562,t,数，向全体股东每10股派发现金红利1.00元（含税），送红股2股（含税），并已于2017年5月22日实施完毕，送股后总股本,43
2563,t,"增至2,186,879,678股。",43
2564,t,股份变动的批准情况,43
2565,t,√适用□不适用,43
2566,t,《2016年度利润分配预案》经公司于2017年5月9日召开的2016年度股东大会审议通过。,43
2567,t,股份变动的过户情况,43
2568,t,□适用√不适用,43
2569,t,股份变动对最近一年和最近一期基本每股收益和稀释每股收益、归属于公司普通股股东的每股净资产等财务指标的影响,43
2570,t,√适用□不适用,43
2571,t,"2017年5月22日，公司实施了“以总股本1,822,399,732股为基数，向全体股东每10股派发现金红利1.00元（含税），送",43
2572,t,"红股2股（含税）”的利润分配方案，为此，以调整后的股本2,186,879,678股为基础计算各列报期间的每股收益及每股净资",43
2573,t,产。,43
2574,t,公司认为必要或证券监管机构要求披露的其他内容,43
2575,t,□适用√不适用,43
2576,t,2、限售股份变动情况,43
2577,t,√适用□不适用,43
2578,t,,43
2579,t,单位：股,44
2580,c,股东名称,44
2581,c,期初限售股数,44
2582,c,本期解除限售股数,44
2583,c,本期增加限售股数,44
2584,c,期末限售股数,44
2585,c,限售原因,44
2586,c,解除限售日期,44
2587,c,陈爱莲,44
2588,c,"60,953,472",44
2589,c,0,44
2590,c,"12,190,694",44
2591,c,"73,144,166",44
2592,c,主要系其为公司董事长，只能解限25%，及2017年5月22日实施了每10股送红股2股的利润分配所致。,44
2593,c,--,44
2594,c,孙大建,44
2595,c,0,44
2596,c,0,44
2597,c,"1,500",44
2598,c,"1,500",44
2599,c,主要系其作为独立董事离职后十二个月内购买限售所致。,44
2600,c,--,44
2601,c,合计,44
2602,c,"60,953,472",44
2603,c,0,44
2604,c,"12,192,194",44
2605,c,"73,145,666",44
2606,c,--,44
2607,c,--,44
2608,t,二、证券发行与上市情况,44
2609,t,1、报告期内证券发行（不含优先股）情况,44
2610,t,□适用√不适用,44
2611,t,2、公司股份总数及股东结构的变动、公司资产和负债结构的变动情况说明,44
2612,t,√适用□不适用,44
2613,t,（1）公司于2017年5月9日召开的2016年度股东大会审议通过了《2016年度利润分配预案》，以2015年,44
2614,t,"12月31日在中国登记结算公司深圳分公司登记完成的总股本1,822,399,732股为基数，向全体股东每10股派",44
2615,t,发现金红利1.00元（含税），送红股2股（含税），并已于2017年5月22日实施完毕，送股后总股本增至,44
2616,t,"2,186,879,678股。",44
2617,t,（2）本报告期内未发生因配股、增发新股、非公开发行股票、权证行权、实施股权激励计划、可转换,44
2618,t,公司债券转股、减资、内部职工股上市或其他原因引起公司股份总数及股东结构的变动、公司资产和负债,44
2619,t,结构的变动。,44
2620,t,3、现存的内部职工股情况,44
2621,t,□适用√不适用,44
2622,t,三、股东和实际控制人情况,44
2623,t,1、公司股东数量及持股情况,44
2624,t,单位：股,44
2625,c,报告期末普通股股东总数,44
2626,c,"22,504",44
2627,c,年度报告披露日前上一月末普通股股东总数,44
2628,c,"27,208",44
2629,c,报告期末表决权恢复的优先股股东总数（如有）（参见注8）,44
2630,c,0,44
2631,c,年度报告披露日前上一月末表决权恢复的优先股股东总数（如有）（参,44
2632,c,0,44
2633,c,见注8）,45
2634,c,持股5%以上的股东或前10名股东持股情况,45
2635,c,股东名称,45
2636,c,股东性质,45
2637,c,持股比例,45
2638,c,报告期末持股数量,45
2639,c,报告期内增减变动情况,45
2640,c,持有有限售条件的股份数量,45
2641,c,持有无限售条件的股份数量,45
2642,c,质押或冻结情况,45
2643,c,股份状态,45
2644,c,数量,45
2645,c,万丰奥特控股集团有限公司,45
2646,c,境内非国有法人,45
2647,c,45.69%,45
2648,c,"999,261,810",45
2649,c,,45
2650,c,,45
2651,c,"999,261,810",45
2652,c,质押,45
2653,c,"648,500,000",45
2654,c,百年人寿保险股份有限公司－传统保险产品,45
2655,c,境内非国有法人,45
2656,c,5.87%,45
2657,c,"128,414,138",45
2658,c,,45
2659,c,,45
2660,c,"128,414,138",45
2661,c,,45
2662,c,,45
2663,c,陈爱莲,45
2664,c,境内自然人,45
2665,c,4.46%,45
2666,c,"97,525,560",45
2667,c,,45
2668,c,"73,144,166",45
2669,c,"24,381,394",45
2670,c,,45
2671,c,,45
2672,c,建信基金－兴业银行－华鑫信托－华鑫信托·慧智投资54号结构化集合资金信托计划,45
2673,c,境内非国有法人,45
2674,c,4.26%,45
2675,c,"93,215,197",45
2676,c,,45
2677,c,,45
2678,c,"93,215,197",45
2679,c,,45
2680,c,,45
2681,c,上海莱士血液制品股份有限公司,45
2682,c,境内非国有法人,45
2683,c,3.18%,45
2684,c,"69,559,484",45
2685,c,,45
2686,c,,45
2687,c,"69,559,484",45
2688,c,,45
2689,c,,45
2690,c,华鑫国际信托有限公司－华鑫信托·鑫康13号证券投资集合资金信托计划,45
2691,c,境内非国有法人,45
2692,c,2.74%,45
2693,c,"60,000,000",45
2694,c,,45
2695,c,,45
2696,c,"60,000,000",45
2697,c,,45
2698,c,,45
2699,c,陕西省国际信托股份有限公司－陕国投·鑫鑫向荣9号证券投资集合资金信托计划,45
2700,c,境内非国有法人,45
2701,c,2.10%,45
2702,c,"45,983,800",45
2703,c,,45
2704,c,,45
2705,c,"45,983,800",45
2706,c,,45
2707,c,,45
2708,c,长安国际信托股份有限公司－长安信托－长安投资593号证券投资集合资金信托计划,45
2709,c,境内非国有法人,45
2710,c,2.08%,45
2711,c,"45,548,461",45
2712,c,,45
2713,c,,45
2714,c,"45,548,461",45
2715,c,,45
2716,c,,45
2717,c,百年人寿保险股份有限公司－分红保险产品,45
2718,c,境内非国有法人,45
2719,c,1.94%,45
2720,c,"42,329,493",45
2721,c,,45
2722,c,,45
2723,c,"42,329,493",45
2724,c,,45
2725,c,,45
2726,c,陕西省国际信托股份有限公司－陕国投·吉祥如意2号定向投资集合资金信托计划,45
2727,c,境内非国有法人,45
2728,c,1.89%,45
2729,c,"41,223,650",45
2730,c,,45
2731,c,,45
2732,c,"41,223,650",45
2733,c,,45
2734,c,,45
2735,c,战略投资者或一般法人因配售新股成为前10名股东的情况（如有）（参见注3）,45
2736,c,无,45
2737,c,上述股东关联关系或一致行动的说明,45
2738,c,前10名股东中，万丰奥特控股集团有限公司持有公司45.69%的股份，是公司的控股股东，陈爱莲女士持有公司4.46%的股份，并持有万丰集团39.60%的股份，为公司的实际控制人。其他股东中建信基金－兴业银行－华鑫信托－华鑫信托?慧智投资54号结构化集合资金信托计划为公司2015年度非公开发行定向增发股东，未知其他股东之间是否存在关联关系，也未知是否属于一致行动人。,45
2739,c,前10名无限售条件股东持股情况,45
2740,c,股东名称,46
2741,c,报告期末持有无限售条件股份数量,46
2742,c,股份种类,46
2743,c,股份种类,46
2744,c,数量,46
2745,c,万丰奥特控股集团有限公司,46
2746,c,"999,261,810",46
2747,c,人民币普通股,46
2748,c,"999,261,810",46
2749,c,百年人寿保险股份有限公司－传统保险产品,46
2750,c,"128,414,138",46
2751,c,人民币普通股,46
2752,c,"128,414,138",46
2753,c,建信基金－兴业银行－华鑫信托－华鑫信托·慧智投资54号结构化集合资金信托计划,46
2754,c,"93,215,197",46
2755,c,人民币普通股,46
2756,c,"93,215,197",46
2757,c,上海莱士血液制品股份有限公司,46
2758,c,"69,559,484",46
2759,c,人民币普通股,46
2760,c,"69,559,484",46
2761,c,华鑫国际信托有限公司－华鑫信托·鑫康13号证券投资集合资金信托计划,46
2762,c,"60,000,000",46
2763,c,人民币普通股,46
2764,c,"60,000,000",46
2765,c,陕西省国际信托股份有限公司－陕国投·鑫鑫向荣9号证券投资集合资金信托计划,46
2766,c,"45,983,800",46
2767,c,人民币普通股,46
2768,c,"45,983,800",46
2769,c,长安国际信托股份有限公司－长安信托－长安投资593号证券投资集合资金信托计划,46
2770,c,"45,548,461",46
2771,c,人民币普通股,46
2772,c,"45,548,461",46
2773,c,百年人寿保险股份有限公司－分红保险产品,46
2774,c,"42,329,493",46
2775,c,人民币普通股,46
2776,c,"42,329,493",46
2777,c,陕西省国际信托股份有限公司－陕国投·吉祥如意2号定向投资集合资金信托计划,46
2778,c,"41,223,650",46
2779,c,人民币普通股,46
2780,c,"41,223,650",46
2781,c,长安国际信托股份有限公司－长安信托－长安投资633号证券投资集合资金信托计划,46
2782,c,"36,450,000",46
2783,c,人民币普通股,46
2784,c,"36,450,000",46
2785,c,前10名无限售流通股股东之间，以及前10名无限售流通股股东和前10名股东之间关联关系或一致行动的说明,46
2786,c,前10名股东中，万丰奥特控股集团有限公司持有公司45.69%的股份，是公司的控股股东，陈爱莲女士持有公司4.46%的股份，并持有万丰集团39.60%的股份，为公司的实际控制人。其他股东中建信基金－兴业银行－华鑫信托－华鑫信托?慧智投资54号结构化集合资金信托计划为公司2015年度非公开发行定向增发股东，未知其他股东之间是否存在关联关系，也未知是否属于一致行动人。,46
2787,c,前10名普通股股东参与融资融券业务情况说明（如有）（参见注4）,46
2788,c,无,46
2789,t,公司前10名普通股股东、前10名无限售条件普通股股东在报告期内是否进行约定购回交易,46
2790,t,□是√否,46
2791,t,公司前10名普通股股东、前10名无限售条件普通股股东在报告期内未进行约定购回交易。,46
2792,t,2、公司控股股东情况,46
2793,t,控股股东性质：自然人控股,46
2794,t,控股股东类型：法人,46
2795,t,,46
2796,c,控股股东名称,47
2797,c,法定代表人/单位负责人,47
2798,c,成立日期,47
2799,c,组织机构代码,47
2800,c,主要经营业务,47
2801,c,万丰奥特控股集团有限公司,47
2802,c,陈爱莲,47
2803,c,1998年03月04日,47
2804,c,330624000077311,47
2805,c,实业投资。生产销售：汽车、摩托车零部件、机械及电子产品。民用航空器进出口；技术进出口；房地产设计、开发及销售务，本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零部件及相关技术的进口业务，本企业的进料加工和“三来一补”业务。民用航空器进出口。,47
2806,c,控股股东报告期内控股和参股的其他境内外上市公司的股权情况,47
2807,c,无,47
2808,t,控股股东报告期内变更,47
2809,t,□适用√不适用,47
2810,t,公司报告期控股股东未发生变更。,47
2811,t,3、公司实际控制人情况,47
2812,t,实际控制人性质：境内自然人,47
2813,t,实际控制人类型：自然人,47
2814,c,实际控制人姓名,47
2815,c,国籍,47
2816,c,是否取得其他国家或地区居留权,47
2817,c,陈爱莲,47
2818,c,中国,47
2819,c,否,47
2820,c,吴良定家族（吴良定先生和吴捷先生）,47
2821,c,中国,47
2822,c,否,47
2823,c,主要职业及职务,47
2824,c,陈爱莲女士：中国国籍，无境外永久居留权，1958年1月出生，复旦大学EMBA，高级经济师；现任公司董事长、万丰奥特控股集团有限公司董事长、万丰锦源控股集团有限公司董事长；荣获中国经营大师、全国优秀创业企业家、全国优秀中国特色社会主义建设者、全国“三八”红旗手、中国十大杰出女性、华夏巾帼“爱心使者”、风云浙商等称号，当选为全国十二、十三届人大代表、中共十七大代表，浙江省第十一届、第十二届党代表，并担任中国企业联合会副会长、上海市浙江商会执行副会长、上海浙江商会女企业家联谊会会长、浙江省商会副会长等社会职务。吴良定先生：中国国籍，无境外永久居留权，1946年9月出生，高级经济师，全国轻工系统劳动模范，高级经济师，全国轻工系统劳动模范。浙江中宝实业控股股份有限公司、浙江日发控股集团有限公司创始人。吴捷先生：中国国籍，无境外永久居留权，1967年10月出生，法律硕士，经济师，现任浙江日发控股集团有限公司董事长兼首席执行官、总裁，浙江日发精密机械股份有限公司董事长。荣获国家科学技术进步奖二等奖，国家863计划CIMS主题工作先进工作者，浙江省杰出民营企业家，第三届浙江青年科技金奖，绍兴市青年建设功臣，浙江省轻纺工业科技进步奖三等奖、浙江省民营经济研究会副理事长、中国经济发展论坛常务理事、浙江省企业联合会五届常务理事、绍兴市七届人大代表等多项荣誉称号。,47
2825,c,过去10年曾控股的境内外,47
2826,c,无,47
2827,c,上市公司情况,48
2828,t,实际控制人报告期内变更,48
2829,t,□适用√不适用,48
2830,t,公司报告期实际控制人未发生变更。,48
2831,t,公司与实际控制人之间的产权及控制关系的方框图,48
2832,c,陈爱莲吴良定家族万丰集团39.60%26.26%万丰奥威4.46%0.57%45.69%,48
2833,t,,48
2834,t,实际控制人通过信托或其他资产管理方式控制公司,48
2835,t,□适用√不适用,48
2836,t,4、其他持股在10%以上的法人股东,48
2837,t,□适用√不适用,48
2838,t,5、控股股东、实际控制人、重组方及其他承诺主体股份限制减持情况,48
2839,t,□适用√不适用,48
2840,t,第七节优先股相关情况,49
2841,t,□适用√不适用,49
2842,t,报告期公司不存在优先股。,49
2843,t,第八节董事、监事、高级管理人员和员工情况,50
2844,t,一、董事、监事和高级管理人员持股变动,50
2845,c,姓名,50
2846,c,职务,50
2847,c,任职状态,50
2848,c,性别,50
2849,c,年龄,50
2850,c,任期起始日期,50
2851,c,任期终止日期,50
2852,c,期初持股数（股）,50
2853,c,本期增持股份数量（股）,50
2854,c,本期减持股份数量（股）,50
2855,c,其他增减变动（股）,50
2856,c,期末持股数（股）,50
2857,c,陈爱莲,50
2858,c,董事长,50
2859,c,现任,50
2860,c,女,50
2861,c,58,50
2862,c,2017年02月28日,50
2863,c,2020年02月27日,50
2864,c,"81,271,300",50
2865,c,"16,254,260",50
2866,c,0,50
2867,c,0,50
2868,c,"97,525,560",50
2869,c,陈滨,50
2870,c,董事,50
2871,c,现任,50
2872,c,男,50
2873,c,37,50
2874,c,2017年02月28日,50
2875,c,2020年02月27日,50
2876,c,,50
2877,c,,50
2878,c,,50
2879,c,,50
2880,c,,50
2881,c,梁赛南,50
2882,c,董事,50
2883,c,离任,50
2884,c,女,50
2885,c,40,50
2886,c,2013年11月29日,50
2887,c,2017年02月27日,50
2888,c,,50
2889,c,,50
2890,c,,50
2891,c,,50
2892,c,,50
2893,c,李赟,50
2894,c,董事,50
2895,c,现任,50
2896,c,男,50
2897,c,39,50
2898,c,2017年02月28日,50
2899,c,2020年02月27日,50
2900,c,,50
2901,c,,50
2902,c,,50
2903,c,,50
2904,c,,50
2905,c,赵航,50
2906,c,董事,50
2907,c,离任,50
2908,c,男,50
2909,c,61,50
2910,c,2013年11月29日,50
2911,c,2017年02月28日,50
2912,c,,50
2913,c,,50
2914,c,,50
2915,c,,50
2916,c,,50
2917,c,卜勇,50
2918,c,董事,50
2919,c,现任,50
2920,c,男,50
2921,c,47,50
2922,c,2017年02月28日,50
2923,c,2020年02月27日,50
2924,c,,50
2925,c,,50
2926,c,,50
2927,c,,50
2928,c,,50
2929,c,董瑞平,50
2930,c,董事兼总经理,50
2931,c,现任,50
2932,c,男,50
2933,c,46,50
2934,c,2017年02月28日,50
2935,c,2020年02月27日,50
2936,c,,50
2937,c,,50
2938,c,,50
2939,c,,50
2940,c,,50
2941,c,章银凤,50
2942,c,董事兼董秘,50
2943,c,现任,50
2944,c,女,50
2945,c,43,50
2946,c,2017年02月28日,50
2947,c,2020年02月27日,50
2948,c,,50
2949,c,,50
2950,c,,50
2951,c,,50
2952,c,,50
2953,c,孙大建,50
2954,c,独立董事,50
2955,c,离任,50
2956,c,男,50
2957,c,62,50
2958,c,2013年11月28日,50
2959,c,2017年02月28日,50
2960,c,0,50
2961,c,"3,000",50
2962,c,0,50
2963,c,0,50
2964,c,"3,000",50
2965,c,储民宏,50
2966,c,独立董事,50
2967,c,现任,50
2968,c,男,50
2969,c,42,50
2970,c,2017年02月28日,50
2971,c,2020年02月27日,50
2972,c,,50
2973,c,,50
2974,c,,50
2975,c,,50
2976,c,,50
2977,c,杨海峰,50
2978,c,独立董事,50
2979,c,现任,50
2980,c,男,50
2981,c,46,50
2982,c,2017年02月28日,50
2983,c,2020年02月27日,50
2984,c,,50
2985,c,,50
2986,c,,50
2987,c,,50
2988,c,,50
2989,c,王啸,50
2990,c,独立董事,50
2991,c,现任,50
2992,c,男,50
2993,c,47,50
2994,c,2017年02月28日,50
2995,c,2020年02月27日,50
2996,c,,50
2997,c,,50
2998,c,,50
2999,c,,50
3000,c,,50
3001,c,吕雪莲,50
3002,c,监事会主席,50
3003,c,离任,50
3004,c,女,50
3005,c,45,50
3006,c,2013年11月29日,50
3007,c,2017年02月28日,50
3008,c,,50
3009,c,,50
3010,c,,50
3011,c,,50
3012,c,,50
3013,c,赵亚红,50
3014,c,监事,50
3015,c,离任,50
3016,c,男,50
3017,c,46,50
3018,c,2013年11月29日,50
3019,c,2017年02月28日,50
3020,c,,50
3021,c,,50
3022,c,,50
3023,c,,50
3024,c,,50
3025,c,杨慧慧,50
3026,c,监事会,50
3027,c,现任,50
3028,c,女,50
3029,c,48,50
3030,c,2017年02,50
3031,c,2020年02,50
3032,c,,50
3033,c,,50
3034,c,,50
3035,c,,50
3036,c,,50
3037,c,主席,51
3038,c,月28日,51
3039,c,月27日,51
3040,c,徐志良,51
3041,c,监事,51
3042,c,现任,51
3043,c,男,51
3044,c,45,51
3045,c,2017年02月28日,51
3046,c,2020年02月27日,51
3047,c,,51
3048,c,,51
3049,c,,51
3050,c,,51
3051,c,,51
3052,c,俞光耀,51
3053,c,监事,51
3054,c,现任,51
3055,c,男,51
3056,c,45,51
3057,c,2017年02月28日,51
3058,c,2020年02月27日,51
3059,c,,51
3060,c,,51
3061,c,,51
3062,c,,51
3063,c,,51
3064,c,童胜坤,51
3065,c,监事,51
3066,c,现任,51
3067,c,男,51
3068,c,46,51
3069,c,2017年02月28日,51
3070,c,2020年02月27日,51
3071,c,,51
3072,c,,51
3073,c,,51
3074,c,,51
3075,c,,51
3076,c,吴少英,51
3077,c,监事,51
3078,c,离任,51
3079,c,男,51
3080,c,42,51
3081,c,2017年02月28日,51
3082,c,2017年05月21日,51
3083,c,,51
3084,c,,51
3085,c,,51
3086,c,,51
3087,c,,51
3088,c,俞婷婷,51
3089,c,监事,51
3090,c,现任,51
3091,c,女,51
3092,c,38,51
3093,c,2017年05月22日,51
3094,c,2020年02月27日,51
3095,c,,51
3096,c,,51
3097,c,,51
3098,c,,51
3099,c,,51
3100,c,吴兴忠,51
3101,c,副总经理,51
3102,c,现任,51
3103,c,男,51
3104,c,48,51
3105,c,2017年02月28日,51
3106,c,2020年02月27日,51
3107,c,,51
3108,c,,51
3109,c,,51
3110,c,,51
3111,c,,51
3112,c,吴少英,51
3113,c,副总经理,51
3114,c,现任,51
3115,c,男,51
3116,c,42,51
3117,c,2017年05月22日,51
3118,c,2020年02月27日,51
3119,c,,51
3120,c,,51
3121,c,,51
3122,c,,51
3123,c,,51
3124,c,余登峰,51
3125,c,副总经理,51
3126,c,离任,51
3127,c,男,51
3128,c,41,51
3129,c,2013年11月29日,51
3130,c,2017年02月28日,51
3131,c,,51
3132,c,,51
3133,c,,51
3134,c,,51
3135,c,,51
3136,c,俞国燕,51
3137,c,副总经理兼董事会秘书,51
3138,c,离任,51
3139,c,女,51
3140,c,40,51
3141,c,2015年11月17日,51
3142,c,2017年02月09日,51
3143,c,,51
3144,c,,51
3145,c,,51
3146,c,,51
3147,c,,51
3148,c,丁锋云,51
3149,c,财务总监,51
3150,c,离任,51
3151,c,男,51
3152,c,42,51
3153,c,2013年11月29日,51
3154,c,2017年02月28日,51
3155,c,,51
3156,c,,51
3157,c,,51
3158,c,,51
3159,c,,51
3160,c,张鑫东,51
3161,c,副总经理,51
3162,c,离任,51
3163,c,男,51
3164,c,44,51
3165,c,2017年02月28日,51
3166,c,2017年05月21日,51
3167,c,,51
3168,c,,51
3169,c,,51
3170,c,,51
3171,c,,51
3172,c,陈善富,51
3173,c,财务总监,51
3174,c,现任,51
3175,c,男,51
3176,c,40,51
3177,c,2017年02月28日,51
3178,c,2020年02月27日,51
3179,c,,51
3180,c,,51
3181,c,,51
3182,c,,51
3183,c,,51
3184,c,合计,51
3185,c,--,51
3186,c,--,51
3187,c,--,51
3188,c,--,51
3189,c,--,51
3190,c,--,51
3191,c,"81,271,300",51
3192,c,"16,257,260",51
3193,c,0,51
3194,c,0,51
3195,c,"97,528,560",51
3196,t,二、公司董事、监事、高级管理人员变动情况,51
3197,t,√适用□不适用,51
3198,c,姓名,51
3199,c,担任的职务,51
3200,c,类型,51
3201,c,日期,51
3202,c,原因,51
3203,c,梁赛南,51
3204,c,董事,51
3205,c,任期满离任,51
3206,c,2017年02月27日,51
3207,c,任期届满,51
3208,c,赵航,51
3209,c,董事,51
3210,c,任期满离任,51
3211,c,2017年02月27日,51
3212,c,任期届满,51
3213,c,孙大建,51
3214,c,独立董事,51
3215,c,任期满离任,51
3216,c,2017年02月27日,51
3217,c,任期届满,51
3218,c,吕雪莲,51
3219,c,监事会主席,51
3220,c,任期满离任,51
3221,c,2017年02月27日,51
3222,c,任期届满,51
3223,c,赵亚红,51
3224,c,监事,51
3225,c,任期满离任,51
3226,c,2017年02月27日,51
3227,c,任期届满,51
3228,c,余登峰,52
3229,c,副总经理,52
3230,c,任期满离任,52
3231,c,2017年02月27日,52
3232,c,任期届满,52
3233,c,吴少英,52
3234,c,监事,52
3235,c,离任,52
3236,c,2017年05月21日,52
3237,c,工作调整,52
3238,c,张鑫东,52
3239,c,副总经理,52
3240,c,离任,52
3241,c,2017年05月22日,52
3242,c,工作调整,52
3243,c,吴少英,52
3244,c,副总经理,52
3245,c,任免,52
3246,c,2017年05月22日,52
3247,c,聘任,52
3248,t,三、任职情况,52
3249,t,公司现任董事、监事、高级管理人员专业背景、主要工作经历以及目前在公司的主要职责,52
3250,t,1.陈爱莲：女，1958年出生，硕士研究生，高级经济师。现任浙江万丰奥威汽轮股份有限公司董事长、,52
3251,t,万丰奥特控股集团有限公司董事局主席、万丰锦源控股集团有限公司董事长。先后荣获中国经营大师、全,52
3252,t,国优秀企业家、全国优秀中国特色社会主义建设者、全国“三八”红旗手、中国十大杰出女性、风云浙商、,52
3253,t,中国最具影响力“商界女性钻石木兰”、胡润百富榜最受尊敬企业家等称号。当选为中共十七大代表，十,52
3254,t,二、十三届全国人大代表，全国党建研究会非公专委会委员，中共浙江省委第十一、十二、十三次党代表，,52
3255,t,中共绍兴市委第五、六、七次党代表，绍兴市第四、五、七届人大代表（人大常委会委员），中共新昌县,52
3256,t,委第十一、十二届候补委员、第十三届委员。担任中国企业联合会副会长、浙商总会副会长、浙江省工商,52
